subject,channel_index,channel,in_paper_analytical_28
50,4,FT9,True
50,5,FC5,True
50,6,FC1,True
50,7,C3,True
50,8,T7,True
50,9,TP9,True
50,10,CP5,True
50,11,CP1,True
50,12,Pz,False
50,13,P3,True
50,14,P7,True
50,15,O1,True
50,16,Oz,False
50,17,O2,True
50,18,P4,True
50,19,P8,True
50,20,TP10,True
50,21,CP6,True
50,22,CP2,True
50,23,Cz,False
50,24,C4,True
50,25,T8,True
50,26,FT10,True
50,27,FC6,True
50,28,FC2,True
50,29,F4,True
50,30,F8,True
50,31,Fp2,True
